palavra correta;palavra digitada;px;p1;p2;p3;p4;p1_lx;p1_l1;p1_l2;p1_l3;p1_l4
affectionately;efficently;3392;20;11502;10371;3622;efficiently;efficiently;efficiently;efficiently;beneficently
affectionately;evectially;3952;1805;1147;1814;1746;vectorially;cleverality;vectorially;vectian;vectian
affectionately;exfectionaley;4326;12;71;46;33;affectional;oxyacetylene;affectional;affectional;affectional
affectionately;exfectionly;3721;22;17;70;70;defection;ceylonite;affection;affection;affection
affectionately;exfectoboly;2755;339;243;536;521;refectory;lobectomy;defector;defector;defector
affectionately;exfetetally;2837;442;2955;9654;4260;dietetically;leafletted;teetotally;fetal;societally
affectionately;unfectionatley;1;7;14;7;7;affectionately;unaffectionately;unaffectionate;affectionate;affectionate
affects;affets;3;1;3;37;37;haffets;affects;haffets;haffets;haffets
affects;effects;3;6;3;3;3;effects;effects;effects;effects;effects
affidavit;affi_david;1;1;1;2;3;affidavit;affidavit;affidavit;david;david
affidavit;Afi_David;1;1;1;20;20;affidavit;affidavit;affidavit;david;david
affidavit;acavated;3156;2430;33673;11262;4232;excavated;vacated;vacated;excavated;excavated
affidavit;adivide;3268;1266;2423;5581;2825;divide;additive;divide;divide;divide
affidavit;afadafit;2637;2;3;3157;2615;intifada;taffia;gaddafi;fadable;fadable
affidavit;afadant;3021;530;2029;6564;2733;adamant;adamant;adamant;abradant;abradant
affidavit;afadated;2862;1006;5418;10949;4238;gradated;asafetida;dated;dated;gradated
affidavit;afadavate;42;62;265;1968;2774;amadavat;amadavat;amadavat;amadavat;amadavat
affidavit;afadaviate;21;21;44;151;145;landgraviate;asafetida;aviate;aviate;aviate
affidavit;afadavid;2;11;2;26;26;davidson;gaddafi;david;david;david
affidavit;afadavide;1;113;2;53;53;affidavit;asafetida;david;david;david
affidavit;afadavit;1;1;2;3;3;affidavit;affidavit;davit;davit;davit
affidavit;afadiadid;2650;16;1278;4391;2747;radialia;dandified;dimidiate;madid;sulfadiazine
affidavit;afadiatet;3210;427;30370;10895;3222;eradiate;asafetida;radiate;radiate;radiate
affidavit;afadivite;38;1;211;1528;2893;vanadinite;affidavit;saivite;saivite;saivite
affidavit;afaedaviate;25;72;104;161;143;landgraviate;asafetida;aviated;aviate;aviate
affidavit;afardivient;3585;82;5778;11155;3388;aguardiente;dietarian;aguardiente;cafard;cafard
affidavit;afatait;2910;522;1975;4145;2634;fait;ratafia;fait;fata;fata
affidavit;afdavit;2854;1;3;3;3;davit;affidavit;davit;davit;davit
affidavit;afdiodave;10;228;49;630;2636;cadaveric;avoided;dave;dave;dave
affidavit;afedative;3254;60;5358;13370;4151;sedative;aviated;sedative;sedative;sedative
affidavit;afedaved;2684;1126;123;857;2684;samaveda;deaved;davened;dave;dave
affidavit;afedavit;1;11;2;3;3;affidavit;aviated;davit;davit;davit
affidavit;afefedavid;1;19;2;31;26;affidavit;decaffeinated;david;david;david
affidavit;affa_dava;3;3;3;15;2618;amadavat;amadavat;daff;jaffa;jaffa
affidavit;affadapfed;2621;635;235;625;2642;maladapted;faffed;faffed;adapt;adapt
affidavit;affadavat;5;3;8;36;2672;amadavat;amadavat;amadavat;amadavat;amadavat
affidavit;affadavate;14;5;22;92;2780;amadavat;amadavat;amadavat;amadavat;amadavat
affidavit;affadavid;1;1;1;4;40;affidavit;affidavit;affidavit;david;david
affidavit;affadavit;1;1;1;2;3;affidavit;affidavit;affidavit;davit;davit
affidavit;affadavite;1;1;1;2;3;affidavit;affidavit;affidavit;davit;davit
affidavit;affadivate;82;1;4247;2506;2865;khedivate;affidavit;divagate;khedivate;khedivate
affidavit;affadivid;7;1;17;943;2771;dividant;affidavit;divide;divide;divide
affidavit;affadivit;1;1;13;61;2865;affidavit;affidavit;affectivity;divi;divi
affidavit;affadvit;1;1;4;31;2636;affidavit;affidavit;faff;jaffa;jaffa
affidavit;affaidivit;1;1;3;74;2868;affidavit;affidavit;lividity;affair;affair
affidavit;affavidate;2;1;1;7;2906;validate;affidavit;affidavit;oxidate;oxidate
affidavit;affavidit;4;1;1;63;2727;gravidity;affidavit;affidavit;avidity;avidity
affidavit;affdated;182;99;504;3996;4218;caudated;adapted;dated;dated;dated
affidavit;affdavit;1;1;1;2;3;affidavit;affidavit;affidavit;davit;davit
affidavit;affedaivite;5;1;4;145;2884;affectivity;affidavit;saivite;saivite;saivite
affidavit;affedated;309;246;738;4387;4370;antedate;defalcated;redated;redated;redated
affidavit;affedave;8;57;35;122;2754;restaffed;affeared;baffed;baffed;baffed
affidavit;affedaved;10;68;22;167;2805;restaffed;affeared;baffed;baffed;baffed
affidavit;affedavid;1;3;1;15;131;affidavit;affied;affidavit;david;david
affidavit;affedavit;1;1;1;2;14;affidavit;affidavit;affidavit;davit;davit
affidavit;affedit;3464;124;244;1022;2878;baffed;daffiest;baffed;baffed;baffed
affidavit;affevivat;45;6;168;1086;2901;revivalist;affirmative;vivat;vivat;vivat
affidavit;affi-davit;1;1;1;1;2;affidavit;affidavit;affidavit;affidavit;davit
affidavit;affiadait;4;1;1;72;72;affianced;affidavit;affidavit;maffia;maffia
affidavit;affiavate;17;6;46;143;134;affiliate;affirmative;affiliate;maffia;maffia
affidavit;affidafet;1;12;1;1;1;affidavit;affiliated;affidavit;affidavit;affidavit
affidavit;affidait;1;1;1;1;1;affidavit;affidavit;affidavit;affidavit;affidavit
affidavit;affidaphet;1;46;1;1;1;affidavit;apartheid;affidavit;affidavit;affidavit
affidavit;affidate;1;11;1;1;1;affidavit;affiliated;affidavit;affidavit;affidavit
affidavit;affidated;2;18;5;3;2;oxidated;affiliated;affiliated;oxidated;oxidated
affidavit;affidatet;1;27;1;1;1;affidavit;taffeta;affidavit;affidavit;affidavit
affidavit;affidavat;1;1;1;1;1;affidavit;affidavit;affidavit;affidavit;affidavit
affidavit;affidavate;1;1;1;1;1;affidavit;affidavit;affidavit;affidavit;affidavit
affidavit;affidaved;1;3;1;1;1;affidavit;affied;affidavit;affidavit;affidavit
affidavit;affidavent;1;3;1;1;1;affidavit;caffeinated;affidavit;affidavit;affidavit
affidavit;affidavid;1;1;1;1;1;affidavit;affidavit;affidavit;affidavit;affidavit
affidavit;affidavidit;1;1;1;1;1;affidavit;affidavit;affidavit;affidavit;affidavit
affidavit;affidavite;1;1;1;1;1;affidavit;affidavit;affidavit;affidavit;affidavit
affidavit;affidavited;1;1;1;1;1;affidavit;affidavit;affidavit;affidavit;affidavit
affidavit;affided;3254;657;17;3;2;affied;affied;affied;fide;confided
affidavit;affidevit;1;2;1;1;1;affidavit;diffractive;affidavit;affidavit;affidavit
affidavit;affidivat;1;1;7;3;2;affidavit;affidavit;recidivate;recidivate;recidivate
affidavit;affidivit;1;1;1;1;2;affidavit;affidavit;affidavit;affidavit;dividivi
affidavit;affidovt;1;1;3;2;1;affidavit;affidavit;fido;fido;affidavit
affidavit;affivadat;1;1;15;72;71;affidavit;affidavit;daffier;affix;affix
affidavit;affividate;1;1;1;8;224;affidavit;affidavit;affidavit;oxidate;oxidate
affidavit;affividative;9;1;3;59;928;affirmative;affidavit;affirmative;oxidative;oxidative
affidavit;afftadave;1;3;9;19;2636;affidavit;vanadate;daftar;cadaver;cadaver
affidavit;afidabit;3;3;1;32;30;voidability;intifada;affidavit;habit;voidability
affidavit;afidaded;2748;1097;24;62;60;alidades;dandified;alidade;alidade;alidade
affidavit;afidated;94;354;73;380;376;oxidated;datafile;dated;dated;oxidated
affidavit;afidaved;1;141;1;2;1;affidavit;divagated;affidavit;dave;affidavit
affidavit;afidaviat;1;1;1;1;1;affidavit;affidavit;affidavit;affidavit;affidavit
affidavit;afidavid;1;1;1;2;2;affidavit;affidavit;affidavit;david;david
affidavit;afidavit;1;1;1;1;1;affidavit;affidavit;affidavit;affidavit;affidavit
affidavit;afidavite;1;1;1;1;1;affidavit;affidavit;affidavit;affidavit;affidavit
affidavit;afidefed;2805;1964;258;972;2769;defeated;defilade;defied;fide;fide
affidavit;afidiated;434;36;1016;4572;4591;dimidiated;pedatifid;mediate;dimidiated;dimidiated
affidavit;afodivid;2688;50;117;4161;2762;dividant;avoided;divide;divide;divide
affidavit;aftedavid;4;27;2;78;73;ingrafted;divagated;david;david;david
affidavit;afteradeated;3754;17221;57937;20226;4883;afterheat;federated;derated;ideated;ideated
affidavit;alpadavid;2647;1882;14;55;55;moldavia;paravail;david;david;david
affidavit;apadenment;3992;59651;53061;10904;4607;menhaden;emanated;menhaden;cadent;bedizenment
affidavit;aphadated;2889;19648;35552;13031;4285;gradated;adapted;adapted;gradated;gradated
affidavit;aphadavet;2737;3260;1856;1021;2682;amadavat;theravada;cadaver;cadaver;cadaver
affidavit;aphadavid;2660;954;8;42;42;aphasiac;adiaphora;david;david;david
affidavit;aphadivode;2901;9264;44028;6558;2694;vaivodes;zapodidae;vaivode;vaivode;vaivode
affidavit;aphedavid;2751;3938;12;65;62;paraphed;diadelphia;david;david;david
affidavit;aphidavit;1;7;4;3;1;affidavit;inadaptive;aphid;aphid;affidavit
affidavit;apitated;4234;7514;37453;13073;4850;capitate;patinated;pitapatted;capitate;capitate
affidavit;appidavid;1;44;10;6;5;affidavit;pedipalpida;david;david;david
affidavit;athadavid;5;87;10;56;55;amadavat;taiaha;david;david;david
affidavit;athadavit;1;120;12;3;3;affidavit;adaptative;davit;davit;davit
affidavit;athadiet;3105;6764;59078;5840;2784;shadiest;habituated;haddie;shadier;shadier
affidavit;attipdavid;1;30;14;103;103;affidavit;adaptative;david;david;david
affidavit;avadavate;2695;821;2766;1939;2780;avadavat;avadavat;avadavat;avadavat;avadavat
affidavit;avidated;105;451;88;412;4320;validated;divagated;aviated;dated;oxidated
affidavit;avidiate;269;37;417;2766;3271;dimidiate;radiative;aviate;dimidiate;dimidiate
affidavit;effidavit;1;2;1;1;1;affidavit;diffractive;affidavit;affidavit;affidavit
afford;aford;1;1;1;7;7;afford;afford;afford;ford;ford
afore-mentioned;afformentioned;0;0;0;0;0;aforementioned;aforementioned;aforementioned;mentioned;mentioned
afore-mentioned;for-mentioned;0;0;0;0;0;mentioned;forementioned;forementioned;mentioned;mentioned
afraid;affraid;1;2;1;4;5;afraid;affair;afraid;taffrail;taffrail
afraid;afriad;20;1;139;101;2803;afric;afraid;afric;afric;afric
after;afert;14;1;51;4625;2834;safer;after;safer;safer;safer
after;aftere;1;12;1;1;1;after;afreet;after;after;after
after;afthe;20;24;25;21;2789;theft;father;theft;aft;softhead
after;aftr;8;4;9;9;2787;aft;fart;aft;aft;a
after;haved;3277;23536;34883;3812;2889;shaved;halved;shaved;shaved;shaved
after;nfre;3026;256;23533;3238;2816;enfree;fern;enfree;enfree;enfree
afternoon;after-noon;1;1;1;1;2;afternoon;afternoon;afternoon;afternoon;after
afternoon;after_noon;1;1;1;1;1;afternoon;afternoon;afternoon;afternoon;afternoon
afternoon;afternon;1;1;1;1;1;afternoon;afternoon;afternoon;afternoon;afternoon
afternoons;after_noons;1;1;1;1;1;afternoons;afternoons;afternoons;afternoons;afternoons
afternoons;evetunes;3556;41193;63984;9232;2938;unevenest;unevenest;detunes;detunes;detunes
afterwards;after-wards;1;1;1;1;1;afterwards;afterwards;afterwards;afterwards;afterwards
afterwards;afterward;2;2;2;2;2;afterward;afterward;afterward;afterward;afterward
afterwards;afterwars;2;2;4;2;2;afterward;afterswarm;afterward;afterward;afterward
afterwards;afterwoods;12;76;5;16;15;afterword;floodwaters;afterwords;bitterwoods;bitterwoods
again;a_gain;2;1;2;2;2;gain;again;gain;gain;gain
again;a_gan;83;2;960;3358;2845;gan;naga;gan;gan;a
again;a_gane;190;64;2751;4221;2863;gane;aegean;gane;gane;gane
again;a_gen;3188;1569;24464;4191;2845;gen;agen;gen;gen;a
again;a_gent;3850;7848;31586;9283;3072;gent;agent;gent;gent;gent
again;againt;1;9;1;1;1;again;gitana;again;again;again
again;agan;27;2;42;45;2925;agana;naga;agana;agana;agana
again;agane;50;64;82;85;2943;gane;aegean;gane;gane;gane
again;agein;45;197;79;4740;2863;ageing;angie;ageing;ageing;ageing
again;agen;328;796;2776;5463;2931;agen;agen;agen;agen;agen
again;agenig;527;575;5558;6589;3259;agen;ageing;agen;agen;agen
again;agian;321;1;3807;5571;2939;magian;again;magian;magian;magian
again;agiin;50;75;98;3332;2847;agin;aiding;agin;wongiing;wongiing
again;agin;50;6;97;4040;3050;agin;agin;agin;agin;agin
again;agine;80;197;158;7395;3106;agin;angie;agin;agin;agin
again;agoin;29;104;43;3790;2882;agoing;gonia;agoing;agoing;agoing
again;agon;227;505;1203;3587;3009;agon;agon;agon;agon;agon
again;cran;3383;25501;37423;5990;2937;cran;cran;cran;cran;cran
again;gond;3184;12803;30721;3966;2852;goonda;dong;goonda;gondola;gondola
again;organ;3839;5535;2391;3702;2996;organ;argon;organ;organ;organ
against;again;3;24;3;3;2;again;again;again;again;again
against;againter;4756;488;30;18;16;painters;aerating;fainter;fainter;fainter
against;aganst;3;4;3;29;2977;lagans;satang;lagans;lagans;lagans
against;agenst;20;491;42;548;3022;onstage;agents;agen;agen;agen
against;agianst;8;1;48;844;3358;magian;against;magian;magian;magian
against;aginst;2;6;4;20;20;fagins;gainst;fagins;fagins;fagins
aged;ace;3222;2609;14693;3939;2886;ace;ace;ace;ace;ace
aged;adge;60;1;411;3333;2919;badge;aged;badge;badge;badge
aged;aechd;3542;817;18979;3456;2886;eche;ached;eche;eche;a
aged;age;2;3;2;2;2886;age;age;age;age;age
aged;agea;4;60;6;3;2913;age;gaea;eager;age;pageant
aged;ages;22;184;22;73;3269;ages;ages;ages;ages;ages
agencies;acentces;4550;569;3539;10584;3445;acescent;acescent;acescent;acescent;jacent
agencies;adgencyes;17;17;14;73;74;reagency;cageyness;agency;agency;agency
agencies;agancyes;3271;134;116;5422;3159;termagancy;cagyness;termagancy;termagancy;termagancy
agencies;agecies;4272;1;1;2;28;cierges;agencies;agencies;species;species
agencies;agences;4680;2;2;26;28;encages;encages;encages;urgences;urgences
agencies;agencesy;4;6;2;26;28;urgences;cageyness;encages;urgences;urgences
agencies;agenceys;1;6;13;8;7;agencies;cageyness;agency;agency;agency
agencies;agencieces;1;3;1;1;1;agencies;geoscience;agencies;agencies;agencies
agencies;agencsies;1;1;1;1;2;agencies;agencies;agencies;agencies;agency
agencies;agency;3834;292;11;8;8;agency;agency;agency;agency;agency
agencies;agency's;3390;50;11;8;7;agency;cagyness;agency;agency;agency
agencies;agencyes;3;6;3;8;7;reagency;cageyness;agency;agency;agency
agencies;agencyies;1;1;1;2;7;agencies;agencies;agencies;agency;agency
agencies;agencys;3835;50;13;10;9;agency;cagyness;agency;agency;agency
agencies;agenices;37;1;35;219;223;berenices;agencies;genic;genic;genic
agencies;agenies;5171;1;3;11;128;genies;agencies;genies;genies;genies
agencies;agensies;2;36;2;5;103;teensiest;assignee;ensilages;teensiest;teensiest
agencies;agensyes;4;201;13;33;33;mutagens;cageyness;ensilages;agen;mutagens
agencies;agentcies;1;4;1;1;10;agencies;clientages;agencies;agencies;agent
agencies;agentcy;3718;1046;129;65;62;agent;tangency;agent;agent;agent
agencies;agentcys;12;308;134;65;62;magentas;cygnets;agent;agent;agent
agencies;agentece;47;193;535;170;155;antecedent;gnetaceae;agented;agented;agented
agencies;agentecy;21;157;317;155;144;agentive;centage;agented;agented;agented
agencies;agentic;4698;246;398;225;224;agent;catering;agent;agent;agent
agencies;agentices;69;4;129;335;307;prentices;clientages;entices;entices;entices
agencies;agenticies;1;19;1;1;31;agencies;genesitic;agencies;agencies;agential
agencies;agenties;9;56;3;35;291;agentive;sagenite;clientages;agent;agential
agencies;agentisies;7;771;16;25;265;agentive;enigmatises;clientages;agential;agential
agencies;agents;5377;1785;213;141;135;agents;agents;agents;agents;agents
agencies;agentses;42;768;62;155;139;reagents;estranges;agents;agents;agents
agencies;agentsey;32;358;343;144;136;reagents;negates;agents;agents;agents
agencies;agentseys;43;1029;369;160;148;reagents;cageyness;agents;agents;agents
agencies;agentsies;6;256;5;16;186;teentsiest;sagenites;agents;agents;agents
agencies;agentsys;56;5769;231;143;135;reagents;ganseys;agents;agents;agents
agencies;aggencies;1;1;1;1;1;agencies;agencies;agencies;agencies;agencies
agencies;aggentecies;1;10;1;7;212;agencies;miscegenate;agencies;gentes;gentes
agencies;angcies;5511;4;164;20;18;fancies;ceasing;fancies;tangencies;facies
agencies;angecy;4253;292;13410;5028;3267;angel;agency;angel;angel;angel
agencies;angencies;2;5;2;2;2;tangencies;caseinogen;tangencies;tangencies;tangencies
agencies;angencles;33;49;67;182;165;tangency;languescent;ancles;tangency;tangency
agencies;angencys;42;163;301;166;168;tangency;cagyness;tangency;tangency;tangency
agencies;egeneys;3625;458;1324;998;3319;renege;geneses;renege;veneys;veneys
agencies;engencies;2;73;2;2;2;tangencies;bescreening;tangencies;tangencies;tangencies
agency;agentcy;2;2;2;23;24;agent;tangency;agent;agent;agent
